KH15747,SP745,248333,127
KH24299,SP428,142667,6
KH40919,SP233,77667,186
KH65983,SP894,298000,150
KH90253,SP516,172000,65
KH82034,SP878,292667,129
KH22340,SP532,177333,75
KH23848,SP469,156333,112
KH42196,SP130,43333,116
KH43954,SP703,234333,143
KH40510,SP185,61667,17
KH69946,SP601,200333,77
KH69746,SP262,87333,6
KH38664,SP369,123000,123
KH57146,SP459,153000,182
KH72738,SP250,83333,75
KH23235,SP923,307667,17
KH94651,SP954,318000,187
KH14007,SP666,222000,110
KH90743,SP248,82667,122
KH72596,SP351,117000,130
KH65511,SP796,265333,122
KH24663,SP738,246000,75
KH60431,SP857,285667,166
KH34594,SP956,318667,97
KH20336,SP330,110000,63
KH66095,SP333,111000,178
KH53853,SP220,73333,116
KH11806,SP339,113000,79
KH89220,SP324,108000,187
KH24856,SP446,148667,155
KH78142,SP935,311667,181
KH17515,SP925,308333,86
KH69856,SP223,74333,54
KH39821,SP679,226333,155
KH78897,SP284,94667,13
KH49246,SP467,155667,123
KH71604,SP507,169000,119
KH81299,SP575,191667,188
KH18262,SP878,292667,177
KH87658,SP647,215667,56
KH82599,SP824,274667,160
KH40654,SP942,314000,113
KH47456,SP459,153000,129
KH77216,SP354,118000,5
KH36958,SP109,36333,199
KH34839,SP726,242000,146
KH49073,SP228,76000,86
KH33530,SP228,76000,104
KH81162,SP126,42000,24
KH75320,SP809,269667,121
KH11137,SP734,244667,91
KH89419,SP326,108667,177
KH74693,SP445,148333,44
KH88167,SP269,89667,168
KH44591,SP383,127667,188
KH54102,SP229,76333,178
KH41566,SP903,301000,117
KH17612,SP512,170667,16
KH79124,SP921,307000,40
KH11282,SP156,52000,109
KH37577,SP663,221000,170
KH50037,SP849,283000,75
KH90141,SP705,235000,104
KH15122,SP154,51333,95
KH83684,SP969,323000,193
KH49166,SP128,42667,126
KH69696,SP752,250667,94
KH17441,SP110,36667,108
KH96140,SP740,246667,151
KH70538,SP979,326333,140
KH24821,SP487,162333,105
KH20909,SP132,44000,182
KH39894,SP285,95000,160
KH83897,SP406,135333,149
KH39712,SP175,58333,91
KH92357,SP498,166000,115
KH46415,SP357,119000,199
KH55770,SP478,159333,112
KH15420,SP717,239000,116
KH34615,SP149,49667,145
KH79155,SP178,59333,19
KH47346,SP687,229000,152
KH92299,SP987,329000,46
KH34919,SP319,106333,112
KH65730,SP366,122000,108
KH84720,SP557,185667,57
KH35708,SP960,320000,98
KH87445,SP665,221667,110
KH14974,SP339,113000,62
KH55669,SP219,73000,55
KH21457,SP213,71000,55
KH98743,SP911,303667,136
KH62025,SP663,221000,77
KH85824,SP130,43333,8
KH64298,SP258,86000,161
KH67081,SP348,116000,90
KH61835,SP630,210000,33
KH73092,SP808,269333,64
KH23618,SP322,107333,69
KH20448,SP365,121667,155
KH97943,SP141,47000,27
KH55430,SP346,115333,152
KH64411,SP884,294667,26
KH94116,SP611,203667,65
KH32513,SP879,293000,199
KH13247,SP392,130667,32
KH17536,SP278,92667,64
KH13686,SP761,253667,163
KH36611,SP926,308667,144
KH14670,SP388,129333,151
KH68197,SP555,185000,173
KH40028,SP305,101667,7
KH38355,SP931,310333,161
KH12468,SP434,144667,187
KH91966,SP475,158333,194
KH33768,SP413,137667,88
KH34474,SP494,164667,26
KH72912,SP852,284000,44
KH80212,SP365,121667,124
KH56981,SP255,85000,42
KH33259,SP240,80000,170
KH41991,SP869,289667,42
KH15190,SP689,229667,151
KH83336,SP887,295667,138
KH30547,SP229,76333,144
KH40081,SP616,205333,194
KH95582,SP464,154667,79
KH45921,SP415,138333,77
KH59235,SP561,187000,117
KH63275,SP392,130667,185
KH65089,SP277,92333,81
KH59328,SP464,154667,2
KH85432,SP840,280000,134
KH59231,SP336,112000,110
KH48367,SP871,290333,190
KH41331,SP376,125333,195
KH42057,SP148,49333,132
KH68572,SP943,314333,23
KH85434,SP613,204333,126
KH52094,SP614,204667,196
KH71735,SP327,109000,95
KH98844,SP654,218000,119
KH48373,SP800,266667,65
KH87723,SP791,263667,171
KH93714,SP417,139000,91
KH72258,SP770,256667,177
KH41377,SP331,110333,164
KH11081,SP958,319333,140
KH63840,SP587,195667,199
KH29078,SP911,303667,103
KH84541,SP195,65000,114
KH96687,SP259,86333,15
KH51853,SP431,143667,59
KH42994,SP193,64333,9
KH23590,SP194,64667,51
KH43051,SP160,53333,40
KH84631,SP576,192000,30
KH78598,SP238,79333,80
KH34126,SP515,171667,194
KH97138,SP541,180333,35
KH95487,SP715,238333,152
KH70017,SP905,301667,107
KH24005,SP472,157333,196
KH34861,SP164,54667,172
KH89509,SP698,232667,121
KH68173,SP237,79000,48
KH11910,SP982,327333,72
KH65895,SP106,35333,171
KH33731,SP794,264667,191
KH26703,SP435,145000,57
KH18344,SP611,203667,14
KH90392,SP363,121000,142
KH55824,SP514,171333,45
KH32564,SP621,207000,110
KH26226,SP469,156333,14
KH27636,SP233,77667,177
KH20070,SP774,258000,36
KH45661,SP564,188000,196
KH77921,SP382,127333,152
KH30101,SP617,205667,46
KH99818,SP407,135667,46
KH38899,SP656,218667,1
KH10078,SP728,242667,137
KH79118,SP861,287000,90
KH32169,SP141,47000,80
KH38310,SP694,231333,79
KH50738,SP649,216333,161
KH86700,SP106,35333,6
KH64073,SP812,270667,53
KH31322,SP793,264333,160
KH99945,SP880,293333,151
KH22427,SP908,302667,183
KH98450,SP338,112667,52
KH54151,SP237,79000,195
KH16456,SP486,162000,139
KH53810,SP197,65667,151
KH19544,SP277,92333,176
KH44192,SP943,314333,166
KH85402,SP825,275000,194
KH61423,SP816,272000,150
KH42662,SP230,76667,38
KH77324,SP169,56333,14
KH90634,SP643,214333,52
KH58519,SP630,210000,117
KH25079,SP954,318000,103
KH62775,SP520,173333,76
KH40351,SP966,322000,54
KH16808,SP265,88333,122
KH78648,SP684,228000,5
KH77226,SP209,69667,45
KH40988,SP864,288000,15
KH23749,SP323,107667,2
KH98096,SP527,175667,54
KH97963,SP838,279333,125
KH18897,SP328,109333,173
KH45807,SP647,215667,38
KH78975,SP408,136000,12
KH64136,SP526,175333,190
KH62460,SP888,296000,189
KH73073,SP502,167333,42
KH88698,SP893,297667,12
KH50929,SP421,140333,9
KH39238,SP190,63333,199
KH49141,SP820,273333,153
KH81863,SP776,258667,21
KH31005,SP492,164000,163
KH71040,SP321,107000,160
KH56058,SP776,258667,8
KH55135,SP429,143000,153
KH95777,SP558,186000,199
KH33391,SP803,267667,132
KH14235,SP780,260000,94
KH83488,SP627,209000,33
KH69501,SP246,82000,85
KH11959,SP546,182000,102
KH79557,SP811,270333,151
KH79262,SP232,77333,150
KH94137,SP868,289333,21
KH47859,SP391,130333,24
KH19016,SP792,264000,198
KH70026,SP482,160667,54
KH28354,SP302,100667,124
KH29941,SP348,116000,143
KH51343,SP421,140333,4
KH18012,SP934,311333,45
KH99933,SP696,232000,196
KH60610,SP708,236000,128
KH43899,SP936,312000,6
KH55729,SP734,244667,139
KH67167,SP451,150333,135
KH47402,SP698,232667,4
KH83029,SP401,133667,173
KH56859,SP383,127667,125
KH20562,SP207,69000,164
KH55174,SP786,262000,77
KH15505,SP699,233000,99
KH95122,SP449,149667,199
KH60334,SP732,244000,7
KH91124,SP529,176333,160
KH92473,SP718,239333,81
KH80016,SP734,244667,95
KH16031,SP599,199667,36
KH51041,SP371,123667,121
KH20299,SP974,324667,104
KH78533,SP309,103000,8
KH72038,SP269,89667,97
KH63126,SP252,84000,12
KH11320,SP434,144667,78
KH51444,SP640,213333,117
KH45309,SP162,54000,169
KH25020,SP739,246333,15
KH53269,SP544,181333,150
KH15982,SP461,153667,17
KH58533,SP789,263000,103
KH43824,SP395,131667,153
KH14859,SP188,62667,164
KH83180,SP295,98333,107
KH40978,SP580,193333,143
KH38366,SP120,40000,117
KH35637,SP555,185000,113
KH56961,SP938,312667,138
KH28420,SP774,258000,109
KH71331,SP251,83667,16
KH10641,SP997,332333,151
KH86496,SP795,265000,131
KH99135,SP295,98333,137
KH12006,SP501,167000,98
KH43520,SP305,101667,20
KH88962,SP205,68333,9
KH76088,SP781,260333,43
KH43052,SP926,308667,184
KH16864,SP399,133000,164
KH64001,SP428,142667,73
KH35661,SP456,152000,124
KH27614,SP442,147333,27
KH98631,SP673,224333,191
KH30411,SP961,320333,182
KH38876,SP896,298667,196
KH44818,SP108,36000,4
KH26034,SP498,166000,139
KH77359,SP440,146667,198
KH59285,SP167,55667,167
KH55653,SP912,304000,4
KH11687,SP417,139000,153
KH44541,SP816,272000,180
KH84687,SP345,115000,9
KH60643,SP633,211000,43
KH43085,SP722,240667,14
KH18275,SP162,54000,88
KH25947,SP198,66000,178
KH99055,SP761,253667,170
KH81535,SP955,318333,100
KH90709,SP159,53000,142
KH79601,SP968,322667,45
KH97959,SP963,321000,27
KH17628,SP567,189000,128
KH62519,SP249,83000,147
KH36574,SP199,66333,59
KH83450,SP613,204333,102
KH41316,SP845,281667,107
KH24692,SP408,136000,197
KH85279,SP567,189000,57
KH38593,SP688,229333,55
KH21288,SP377,125667,102
KH19957,SP865,288333,135
KH69269,SP591,197000,108
KH82487,SP124,41333,150
KH71907,SP346,115333,13
KH12954,SP380,126667,17
KH44566,SP948,316000,69
KH70249,SP252,84000,93
KH63108,SP366,122000,162
KH24167,SP220,73333,133
KH50183,SP614,204667,105
KH40165,SP348,116000,144
KH33969,SP466,155333,185
KH63760,SP272,90667,197
KH51828,SP974,324667,141
KH29127,SP227,75667,55
KH34001,SP790,263333,103
KH66464,SP235,78333,69
KH12185,SP744,248000,27
KH50940,SP482,160667,24
KH94326,SP475,158333,193
KH64973,SP973,324333,121
KH72214,SP969,323000,73
KH42698,SP896,298667,59
KH91952,SP139,46333,133
KH41062,SP359,119667,130
KH19313,SP683,227667,138
KH91625,SP791,263667,121
KH36570,SP879,293000,159
KH65189,SP145,48333,34
KH44178,SP951,317000,87
KH12202,SP751,250333,92
KH98449,SP748,249333,191
KH97967,SP600,200000,7
KH95684,SP354,118000,125
KH61940,SP564,188000,12
KH18467,SP887,295667,114
KH19445,SP482,160667,54
KH27216,SP175,58333,175
KH45775,SP809,269667,105
KH70648,SP140,46667,167
KH99291,SP701,233667,176
KH56189,SP815,271667,2
KH76764,SP612,204000,141
KH60583,SP225,75000,10
KH77799,SP691,230333,148
KH59217,SP517,172333,195
KH73802,SP297,99000,156
KH32494,SP686,228667,134
KH75881,SP892,297333,101
KH20965,SP359,119667,25
KH40331,SP950,316667,14
KH68734,SP336,112000,68
KH64373,SP474,158000,66
KH91747,SP299,99667,31
KH57721,SP513,171000,28
KH15699,SP343,114333,84
KH88691,SP909,303000,53
KH15826,SP593,197667,155
KH91786,SP426,142000,148
KH22381,SP455,151667,133
KH63804,SP556,185333,72
KH19434,SP553,184333,6
KH58259,SP500,166667,43
KH45878,SP478,159333,3
KH89766,SP845,281667,144
KH23234,SP297,99000,93
KH42729,SP959,319667,56
KH24752,SP226,75333,20
KH13204,SP346,115333,133
KH92865,SP132,44000,168
KH22558,SP691,230333,22
KH22709,SP171,57000,25
KH18423,SP668,222667,74
KH74004,SP173,57667,95
KH36596,SP158,52667,144
KH32236,SP855,285000,95
KH30206,SP905,301667,60
KH96073,SP193,64333,87
KH49517,SP971,323667,125
KH58819,SP293,97667,71
KH91706,SP241,80333,115
KH25228,SP444,148000,43
KH19848,SP196,65333,88
KH73226,SP258,86000,69
KH11782,SP664,221333,67
KH40924,SP962,320667,128
KH36868,SP827,275667,117
KH36473,SP294,98000,183
KH17665,SP100,33333,125
KH59844,SP505,168333,28
KH64004,SP651,217000,55
KH70875,SP492,164000,61
KH22588,SP856,285333,54
KH32951,SP711,237000,86
KH91677,SP958,319333,64
KH59694,SP555,185000,195
KH28573,SP553,184333,178
KH47054,SP608,202667,39
KH47496,SP205,68333,145
KH50710,SP356,118667,18
KH34664,SP959,319667,51
KH48682,SP291,97000,77
KH97328,SP452,150667,62
KH31828,SP547,182333,41
KH40066,SP932,310667,167
KH87500,SP601,200333,74
KH34625,SP590,196667,97
KH50623,SP321,107000,122
KH71324,SP701,233667,102
KH58927,SP926,308667,71
KH46456,SP258,86000,143
KH29260,SP597,199000,21
KH92177,SP568,189333,68
KH76934,SP860,286667,8
KH82284,SP500,166667,102
KH10027,SP496,165333,122
KH62345,SP615,205000,135
KH60107,SP586,195333,193
KH24764,SP797,265667,18
