KH32525,SP685,228333,125
KH85959,SP511,170333,33
KH12070,SP186,62000,53
KH75896,SP825,275000,75
KH94029,SP429,143000,52
KH99115,SP942,314000,62
KH50383,SP155,51667,152
KH77185,SP709,236333,126
KH15609,SP867,289000,153
KH13170,SP858,286000,185
KH94753,SP223,74333,143
KH29644,SP178,59333,69
KH96512,SP120,40000,192
KH12299,SP189,63000,112
KH84520,SP336,112000,124
KH14638,SP886,295333,144
KH85266,SP739,246333,77
KH50747,SP402,134000,104
KH78342,SP967,322333,98
KH85322,SP735,245000,187
KH24039,SP795,265000,155
KH97503,SP115,38333,148
KH98486,SP174,58000,162
KH44947,SP157,52333,36
KH47879,SP349,116333,179
KH72913,SP410,136667,91
KH30331,SP302,100667,157
KH82363,SP360,120000,60
KH83477,SP642,214000,169
KH68250,SP184,61333,140
KH22423,SP743,247667,130
KH64162,SP337,112333,23
KH33014,SP584,194667,187
KH90767,SP550,183333,66
KH77008,SP604,201333,123
KH17320,SP804,268000,139
KH88520,SP101,33667,172
KH47384,SP765,255000,130
KH67833,SP744,248000,21
KH38542,SP769,256333,192
KH97195,SP326,108667,188
KH99533,SP931,310333,57
KH83493,SP743,247667,84
KH21891,SP293,97667,153
KH50518,SP491,163667,80
KH12332,SP746,248667,97
KH28166,SP696,232000,29
KH12970,SP113,37667,193
KH57959,SP775,258333,191
KH68584,SP617,205667,55
KH79352,SP720,240000,71
KH25569,SP931,310333,194
KH78619,SP977,325667,96
KH82803,SP470,156667,85
KH19405,SP369,123000,29
KH44888,SP736,245333,111
KH95658,SP331,110333,177
KH93412,SP657,219000,177
KH29580,SP490,163333,48
KH30615,SP872,290667,148
KH82392,SP970,323333,55
KH86751,SP357,119000,2
KH39219,SP385,128333,186
KH97542,SP274,91333,43
KH67537,SP977,325667,6
KH81177,SP173,57667,22
KH82011,SP100,33333,15
KH69226,SP806,268667,179
KH50739,SP855,285000,148
KH11821,SP177,59000,38
KH85017,SP143,47667,8
KH36411,SP283,94333,36
KH53566,SP857,285667,191
KH64588,SP756,252000,47
KH78301,SP303,101000,95
KH92833,SP239,79667,175
KH48149,SP664,221333,91
KH37510,SP187,62333,140
KH50547,SP792,264000,161
KH80986,SP820,273333,38
KH71867,SP301,100333,128
KH15171,SP304,101333,189
KH72729,SP568,189333,32
KH93726,SP744,248000,23
KH91927,SP174,58000,168
KH52535,SP264,88000,69
KH25987,SP831,277000,98
KH80852,SP574,191333,80
KH13538,SP654,218000,49
KH42496,SP719,239667,165
KH97847,SP274,91333,27
KH65545,SP946,315333,138
KH95620,SP186,62000,41
KH38644,SP627,209000,185
KH35304,SP128,42667,162
KH24667,SP481,160333,41
KH56443,SP464,154667,49
KH13612,SP456,152000,80
KH90267,SP225,75000,187
KH35473,SP606,202000,178
KH76219,SP240,80000,90
KH14139,SP590,196667,130
KH66351,SP757,252333,179
KH24660,SP528,176000,108
KH78826,SP661,220333,128
KH10653,SP735,245000,94
KH15568,SP686,228667,70
KH71743,SP633,211000,77
KH61821,SP786,262000,59
KH54789,SP941,313667,81
KH84788,SP535,178333,192
KH13587,SP403,134333,178
KH80484,SP188,62667,43
KH69297,SP854,284667,94
KH51052,SP634,211333,6
KH14306,SP346,115333,127
KH70770,SP181,60333,31
KH57940,SP916,305333,67
KH81243,SP423,141000,93
KH31129,SP665,221667,107
KH32204,SP805,268333,182
KH46139,SP142,47333,163
KH37686,SP391,130333,98
KH75539,SP405,135000,124
KH30968,SP635,211667,191
KH93697,SP383,127667,56
KH47228,SP310,103333,184
KH74580,SP705,235000,48
KH13712,SP930,310000,23
KH69937,SP898,299333,82
KH49808,SP126,42000,42
KH15309,SP427,142333,92
KH59453,SP586,195333,75
KH95037,SP946,315333,163
KH71236,SP976,325333,72
KH34342,SP523,174333,119
KH15346,SP917,305667,59
KH62564,SP735,245000,124
KH22043,SP461,153667,40
KH77524,SP995,331667,163
KH40032,SP632,210667,87
KH23404,SP729,243000,17
KH59715,SP666,222000,161
KH22299,SP889,296333,39
KH97888,SP627,209000,136
KH39696,SP477,159000,27
KH93830,SP881,293667,189
KH32287,SP798,266000,107
KH41201,SP680,226667,16
KH28108,SP631,210333,111
KH97790,SP953,317667,137
KH98637,SP103,34333,91
KH97112,SP939,313000,108
KH92761,SP538,179333,77
KH11479,SP314,104667,1
KH91902,SP375,125000,170
KH13126,SP467,155667,17
KH84538,SP206,68667,27
KH64279,SP401,133667,113
KH46490,SP293,97667,112
KH56274,SP578,192667,50
KH10390,SP476,158667,1
KH12938,SP519,173000,29
KH53115,SP197,65667,150
KH99715,SP678,226000,54
KH94846,SP665,221667,5
KH32738,SP541,180333,182
KH53378,SP852,284000,131
KH79870,SP668,222667,148
KH53557,SP438,146000,9
KH67733,SP125,41667,189
KH37905,SP864,288000,83
KH77543,SP167,55667,115
KH74074,SP282,94000,185
KH52486,SP205,68333,86
KH27309,SP766,255333,173
KH67124,SP772,257333,193
KH59346,SP482,160667,136
KH71239,SP784,261333,150
KH82720,SP779,259667,70
KH15951,SP391,130333,52
KH86063,SP992,330667,62
KH58749,SP103,34333,22
KH26962,SP316,105333,102
KH68845,SP320,106667,181
KH48945,SP783,261000,198
KH54498,SP884,294667,143
