KH38000,SP819,273000,158
KH90827,SP583,194333,45
KH41944,SP633,211000,96
KH69052,SP674,224667,195
KH98004,SP721,240333,63
KH92296,SP217,72333,149
KH26095,SP642,214000,107
KH33315,SP368,122667,132
KH64766,SP424,141333,63
KH23032,SP167,55667,66
KH57369,SP970,323333,22
KH36379,SP851,283667,50
KH49483,SP981,327000,7
KH41750,SP911,303667,6
KH93932,SP752,250667,1
KH88030,SP615,205000,75
KH25993,SP677,225667,77
KH20270,SP894,298000,175
KH35357,SP522,174000,109
KH73984,SP569,189667,3
KH52788,SP486,162000,12
KH45097,SP714,238000,191
KH88088,SP946,315333,128
KH40925,SP949,316333,109
KH31628,SP408,136000,3
KH89723,SP222,74000,188
KH72096,SP667,222333,140
KH58338,SP167,55667,185
KH62766,SP290,96667,171
KH61676,SP151,50333,147
KH44315,SP344,114667,131
KH16312,SP296,98667,153
KH25759,SP114,38000,26
KH24128,SP848,282667,50
KH60304,SP517,172333,159
KH80297,SP695,231667,52
KH83886,SP578,192667,192
KH55474,SP491,163667,114
KH45699,SP572,190667,88
KH41100,SP282,94000,188
KH84926,SP765,255000,191
KH77513,SP407,135667,80
KH71484,SP979,326333,146
KH43668,SP524,174667,146
KH44385,SP915,305000,199
KH94024,SP224,74667,111
KH66838,SP348,116000,170
KH29239,SP990,330000,102
KH27691,SP463,154333,4
KH81885,SP827,275667,168
KH59557,SP703,234333,66
KH50569,SP140,46667,9
KH94847,SP956,318667,21
KH55635,SP216,72000,139
KH50177,SP793,264333,76
KH64058,SP786,262000,79
KH44197,SP666,222000,112
KH61309,SP255,85000,28
KH67479,SP816,272000,18
KH22943,SP480,160000,1
KH11066,SP341,113667,17
KH92843,SP743,247667,47
KH14742,SP929,309667,64
KH14698,SP229,76333,94
KH75589,SP128,42667,158
KH45369,SP640,213333,75
KH17685,SP167,55667,45
KH12721,SP871,290333,35
KH60844,SP854,284667,180
KH22517,SP893,297667,148
KH95597,SP222,74000,163
KH28230,SP320,106667,35
KH81628,SP202,67333,11
KH93873,SP444,148000,126
KH20380,SP267,89000,80
KH28624,SP328,109333,9
KH16313,SP806,268667,161
KH11305,SP339,113000,192
KH44423,SP100,33333,198
KH11583,SP751,250333,139
KH80192,SP727,242333,79
KH74991,SP517,172333,79
KH22013,SP282,94000,30
KH80994,SP227,75667,39
KH52960,SP715,238333,187
KH71663,SP620,206667,169
KH53631,SP931,310333,52
KH87634,SP972,324000,59
KH56845,SP933,311000,6
KH53138,SP516,172000,186
KH34431,SP340,113333,157
KH31052,SP763,254333,170
KH10852,SP669,223000,133
KH78706,SP604,201333,134
KH17596,SP335,111667,170
KH58183,SP174,58000,111
KH28178,SP360,120000,195
KH95545,SP484,161333,149
KH55003,SP119,39667,60
KH15760,SP650,216667,97
KH51785,SP482,160667,4
KH53536,SP584,194667,62
KH62151,SP797,265667,150
KH70205,SP508,169333,178
KH37920,SP323,107667,81
KH24873,SP242,80667,44
KH30491,SP206,68667,49
KH30973,SP429,143000,146
KH33834,SP617,205667,99
KH72934,SP676,225333,44
KH52435,SP259,86333,89
KH66268,SP760,253333,157
KH59668,SP876,292000,106
KH62900,SP501,167000,61
KH62117,SP229,76333,31
KH63391,SP351,117000,98
KH98032,SP241,80333,186
KH69520,SP577,192333,124
KH22118,SP521,173667,167
KH61380,SP846,282000,106
KH36663,SP660,220000,148
KH45176,SP609,203000,21
KH69938,SP134,44667,87
KH91218,SP981,327000,90
KH66266,SP710,236667,53
KH47645,SP184,61333,105
KH26255,SP616,205333,144
KH78221,SP844,281333,32
KH23206,SP277,92333,14
KH81102,SP150,50000,112
KH38903,SP316,105333,110
KH22555,SP803,267667,110
KH87895,SP832,277333,143
KH84177,SP709,236333,164
KH79146,SP251,83667,125
KH10953,SP142,47333,10
KH51470,SP322,107333,123
KH69004,SP949,316333,6
KH25403,SP191,63667,151
KH13707,SP186,62000,135
KH86882,SP524,174667,180
KH47954,SP459,153000,180
KH99898,SP695,231667,133
KH86905,SP452,150667,8
KH17812,SP505,168333,98
KH88773,SP695,231667,199
KH93596,SP364,121333,85
KH97676,SP117,39000,113
KH95539,SP339,113000,31
KH81026,SP194,64667,36
KH30350,SP715,238333,104
KH15683,SP578,192667,135
KH14569,SP107,35667,10
KH19786,SP115,38333,113
KH54066,SP301,100333,104
KH56980,SP971,323667,108
KH19276,SP878,292667,55
KH38046,SP163,54333,197
KH24847,SP298,99333,145
KH23830,SP343,114333,30
KH46738,SP133,44333,111
KH68915,SP799,266333,125
KH63569,SP939,313000,77
KH70960,SP628,209333,134
KH51204,SP255,85000,147
KH30540,SP828,276000,113
KH92087,SP893,297667,68
KH15352,SP369,123000,42
KH61841,SP928,309333,100
KH22195,SP644,214667,1
KH67072,SP930,310000,42
KH81486,SP899,299667,74
KH72553,SP420,140000,145
KH94898,SP888,296000,126
KH35910,SP313,104333,159
KH80932,SP670,223333,76
KH99459,SP893,297667,150
KH33631,SP716,238667,99
KH82740,SP608,202667,125
KH46788,SP183,61000,56
KH24327,SP815,271667,141
KH20042,SP925,308333,100
KH11378,SP287,95667,3
KH98778,SP505,168333,41
KH80475,SP678,226000,78
KH46459,SP133,44333,89
KH84622,SP406,135333,71
KH47630,SP594,198000,36
KH82137,SP840,280000,149
KH25738,SP693,231000,139
KH17367,SP728,242667,116
KH37908,SP310,103333,110
KH52905,SP943,314333,5
KH50635,SP622,207333,22
KH78520,SP245,81667,134
KH99170,SP173,57667,144
KH52198,SP463,154333,198
KH70018,SP389,129667,78
KH48899,SP675,225000,128
KH87911,SP243,81000,147
KH11651,SP701,233667,89
KH81142,SP426,142000,48
KH91558,SP583,194333,100
KH61598,SP720,240000,26
KH77521,SP362,120667,181
KH91356,SP775,258333,167
KH51537,SP485,161667,100
KH52721,SP164,54667,155
KH42398,SP760,253333,160
KH18231,SP962,320667,22
KH60180,SP637,212333,119
KH79847,SP429,143000,101
KH90107,SP543,181000,88
KH11300,SP189,63000,168
KH98828,SP257,85667,12
KH69658,SP737,245667,39
KH43772,SP328,109333,113
KH36487,SP502,167333,46
KH82385,SP705,235000,12
KH47591,SP388,129333,130
KH57333,SP589,196333,179
KH73709,SP139,46333,57
KH14437,SP544,181333,138
KH68814,SP427,142333,147
KH74441,SP147,49000,26
KH76213,SP761,253667,159
KH80767,SP600,200000,119
KH20413,SP470,156667,118
KH68066,SP784,261333,14
KH39125,SP345,115000,165
KH56350,SP434,144667,76
KH76779,SP251,83667,13
KH30612,SP812,270667,198
KH51006,SP970,323333,69
KH35975,SP552,184000,180
KH62417,SP112,37333,97
KH27361,SP633,211000,129
KH59878,SP762,254000,49
KH54311,SP378,126000,2
KH13192,SP674,224667,177
KH26740,SP743,247667,196
KH27650,SP259,86333,188
KH56735,SP369,123000,157
KH87016,SP133,44333,127
KH88980,SP223,74333,48
KH22049,SP363,121000,47
KH27295,SP269,89667,107
KH57799,SP391,130333,187
KH78890,SP748,249333,144
KH87381,SP276,92000,163
KH38322,SP604,201333,27
KH82123,SP296,98667,32
KH65090,SP587,195667,14
KH76105,SP209,69667,164
