1000000	10126.0
1000014	22454.0
1000015	26435.0
1000032	30472.0
1000034	13700.0
1000040	39971.0
1000044	37313.0
1000065	39549.0
1000094	37075.0
1000117	36163.0
1000131	37891.0
1000141	27978.0
1000148	30497.0
1000151	25131.0
1000158	32000.0
1000162	37586.0
1000163	14484.0
1000165	9215.0
1000184	18040.0
1000188	16251.0
1000206	36048.0
1000223	12183.0
1000303	31617.0
1000329	30903.0
1000334	31262.0
1000341	18426.0
1000348	20289.0
1000382	16556.0
1000391	21807.0
1000402	12153.0
1000412	16987.0
1000417	12873.0
1000450	30987.0
1000455	18989.5
1000480	32952.0
1000483	31190.0
1000535	33568.0
1000550	8423.0
1000556	36834.0
1000566	20258.0
1000577	25172.0
1000580	22826.0
1000589	31011.0
1000609	15211.0
1000618	28220.0
1000654	19924.0
1000655	16092.0
1000700	20659.5
1000702	20908.0
1000734	20620.0
1000796	19141.0
1000827	9022.0
1000848	32513.0
1000851	28060.0
1000859	23034.0
1000866	12318.0
1000872	9874.0
1000878	17519.0
1000882	18378.5
1000891	37012.0
1000894	30281.0
1000903	31164.0
1000928	15369.0
1000940	33525.0
1000958	24090.0
1000968	38630.0
1000983	10028.0
1000990	22881.0
1001037	25326.0
1001053	11792.0
1001055	9165.0
1001094	26691.0
1001149	19901.0
1001159	27031.0
1001192	35405.0
1001201	16638.0
1001209	25919.5
1001234	26619.0
1001237	18459.0
1001248	33551.0
1001260	39167.0
1001265	27226.0
1001282	28316.0
1001300	19114.0
1001310	36878.0
1001318	30847.0
1001331	27647.0
1001341	18524.0
1001350	12161.0
1001373	21343.0
1001392	15202.0
1001395	25381.0
1001407	9305.0
1001408	35472.0
1001409	11014.0
1001424	25619.0
1001436	34281.0
1001446	20379.0
1001457	11496.0
1001490	8853.0
1001491	38781.0
1001507	12403.0
1001516	33328.0
1001524	31480.0
1001549	37567.0
1001550	37835.0
1001564	14470.0
1001567	15902.0
1001593	10942.0
1001604	17301.0
1001606	21415.5
1001608	31216.0
1001641	8928.0
1001652	36315.0
1001660	39336.0
1001661	8489.0
1001672	22604.0
1001683	36936.0
1001695	19027.0
1001697	18825.0
1001700	19584.0
1001716	21126.0
1001739	20624.0
1001749	32580.0
1001759	10197.0
1001763	14953.0
1001792	21188.0
1001795	36330.0
1001815	21787.0
1001821	37856.0
1001830	16432.0
1001846	22402.0
1001854	27285.0
1001859	13963.0
1001867	34575.0
1001888	14477.0
1001952	20426.0
1001957	24733.0
1001975	18652.0
1001981	11947.0
1001995	9014.0
1002057	28245.0
1002061	35949.0
1002120	36622.0
1002121	8888.0
1002130	24812.0
1002133	26684.0
1002137	28349.0
1002148	27625.0
1002153	12299.0
1002156	18090.5
1002178	22592.0
1002188	17124.0
1002214	15478.0
1002218	35937.0
1002249	27795.0
1002254	12201.0
1002262	31924.0
1002271	10032.0
1002278	39519.0
1002304	17052.0
1002319	28408.0
1002334	28078.0
1002338	27886.0
1002431	23672.0
1002434	9766.0
1002465	19310.0
1002473	32274.0
1002527	18882.0
1002532	33805.0
1002544	38720.0
1002558	37321.0
1002599	16748.0
1002605	12179.0
1002615	28122.0
1002618	8806.0
1002619	38468.0
1002635	38667.0
1002636	35839.0
1002650	17102.0
1002722	31245.0
1002746	8765.0
1002750	14107.0
1002757	32593.0
1002768	33535.0
1002780	11314.0
1002792	28869.0
1002795	17765.0
1002811	29735.0
1002818	20279.0
1002863	25427.0
1002873	16878.0
1002877	37852.0
1002901	29218.0
1002910	26565.0
1002937	38580.0
1002946	11684.0
1002957	13058.0
1002980	15548.0
1002998	17625.0
1003008	24987.5
1003030	16307.0
1003032	21082.0
1003047	13342.0
1003066	29747.0
1003069	19624.0
1003098	39294.0
1003103	9175.0
1003116	29725.0
1003145	38801.0
1003148	27920.0
1003158	20722.0
1003199	29859.0
1003201	11631.0
1003220	30568.0
1003226	28253.0
1003246	17914.0
1003262	24955.0
1003291	36120.0
1003294	10288.0
1003297	8432.0
1003311	38429.0
1003320	38449.0
1003343	29520.0
1003345	34466.0
1003352	35325.0
1003372	29183.0
1003386	28127.0
1003415	10068.0
1003417	18382.0
1003445	14528.0
1003466	23805.5
1003475	15364.0
1003492	12858.0
1003525	38563.0
1003559	38259.0
1003601	18878.0
1003634	10773.0
1003648	11968.0
1003653	27371.0
1003683	16557.0
1003700	13046.0
1003712	21876.0
1003760	14083.0
1003792	31768.0
1003832	8002.0
1003891	11929.0
1003893	32684.0
1003916	16255.0
1003920	32536.0
1003926	15437.0
1003958	31569.0
1003962	35657.0
1003973	33149.0
1003983	25650.0
1004022	19548.0
1004025	35154.0
1004028	11470.0
1004050	32967.0
1004077	20957.0
1004081	22066.0
1004106	32383.0
1004118	19697.0
1004152	31980.0
1004158	24255.0
1004159	16203.0
1004163	25546.0
1004187	38749.0
1004197	38092.0
1004199	24294.0
1004201	14199.0
1004212	35930.0
1004227	9273.0
1004234	24814.0
1004240	23801.0
1004261	34607.0
1004279	23241.0
1004289	22354.0
1004295	19966.0
1004310	37761.0
1004318	25328.0
1004354	16457.0
