1648425,O3,123
1743063,PM10,348
1295962,SO2,60
1302181,NO2,342
1418812,O3,287
1602086,Pb,1.50
1207969,PM10,304
1396377,O3,235
1709073,NO2,185
1076569,CO,37868
1637485,CO,34130
1805145,PM2.5,70
1533513,Pb,0.36
1096840,O3,115
1312027,PM10,68
1367055,Pb,1.57
1605983,PM10,334
1419028,SO2,53
1555568,Pb,2.44
1495714,SO2,139
1309532,PM10,200
1642129,O3,161
1224683,O3,55
1345304,O3,225
1538792,O3,233
1608491,Pb,1.91
1677541,SO2,167
1259406,O3,258
1315565,NO2,271
1432851,PM10,308
1537343,SO2,550
1326179,O3,126
1190008,O3,74
1055756,O3,154
1231371,NO2,285
1218782,PM2.5,69
1719376,CO,37744
1772272,SO2,313
1515742,PM2.5,12
1085663,CO,36820
1720574,PM2.5,46
1884481,SO2,445
1787431,PM10,257
1832781,PM2.5,15
1571548,SO2,272
1805422,SO2,353
1605628,PM2.5,59
1801786,PM10,96
1847758,O3,57
1289195,CO,33375
1430919,SO2,537
1398556,SO2,399
1616826,Pb,1.74
1530811,CO,30050
1644349,O3,65
1513787,PM10,369
1793147,PM10,78
1325313,SO2,46
1423450,O3,187
1053726,NO2,305
1884611,PM2.5,17
1295842,PM2.5,16
1426310,PM10,103
1906335,PM2.5,28
1893567,NO2,248
1946400,CO,22918
1270157,PM2.5,14
1764835,O3,105
1723553,Pb,1.30
1080715,CO,20151
1858758,PM10,111
1809531,CO,10270
1043124,PM2.5,66
1954826,PM10,367
1059433,CO,10077
1751379,Pb,0.58
1316463,PM2.5,34
1568926,O3,110
1444402,PM2.5,59
1608111,PM2.5,23
1355297,SO2,107
1335642,PM10,126
1016516,PM10,82
1458417,O3,153
1315592,Pb,2.17
1153208,PM10,232
1925460,O3,182
1260420,NO2,204
1549524,Pb,1.12
1508021,NO2,217
1879122,NO2,284
1699560,Pb,1.98
1888134,O3,208
1353802,Pb,1.22
1511114,PM10,345
1354002,Pb,2.47
1986505,O3,122
1291545,SO2,276
1586899,SO2,84
1014301,CO,11861
1370670,Pb,0.01
1875028,CO,10935
1646379,PM10,154
1357687,CO,23649
1575952,CO,20028
1271051,O3,272
1973892,PM10,227
1790950,SO2,547
1804327,SO2,534
1295728,PM2.5,32
1671633,PM10,27
1639600,O3,182
1078739,Pb,2.29
1107791,O3,257
1099111,O3,176
1560809,Pb,1.77
1580431,Pb,1.80
1424293,NO2,109
1012399,CO,9650
1294553,SO2,311
1102249,PM2.5,43
1139122,O3,276
1763223,Pb,2.59
1478674,NO2,233
1152553,PM10,35
1063196,PM2.5,21
1416159,SO2,87
1882914,PM2.5,34
1037573,NO2,70
1323222,PM2.5,37
1715777,O3,178
1124333,PM10,48
1238753,PM2.5,42
1683279,SO2,548
1685150,CO,28476
1379481,O3,289
1928462,Pb,1.91
1127617,SO2,33
1533758,Pb,0.71
1062714,PM10,317
1873707,PM2.5,54
1087629,Pb,0.64
1203775,PM2.5,40
1012292,Pb,0.46
1048312,PM10,280
1755851,O3,172
1543082,SO2,121
1212237,Pb,0.53
1909049,O3,173
1047587,PM10,182
1662952,CO,9434
1377162,NO2,52
1109513,NO2,298
1472001,Pb,1.02
1055781,NO2,221
1449799,CO,13761
1869188,PM2.5,29
1129221,NO2,342
1603338,O3,83
1544227,CO,30348
1632835,NO2,67
1324283,SO2,267
1775733,SO2,28
1503409,PM10,164
1874648,NO2,118
1228076,PM2.5,26
1954290,PM2.5,10
1271943,SO2,396
1116546,NO2,304
1619042,PM10,327
1716717,O3,71
1905576,NO2,289
1794842,SO2,520
1282670,SO2,49
1734149,SO2,128
1401870,PM2.5,39
1308092,CO,37308
1773008,NO2,251
1206957,Pb,2.93
1920464,PM2.5,54
1464951,NO2,106
1327935,Pb,0.35
1956807,PM2.5,50
1319620,PM10,23
1640131,CO,21463
1117911,PM2.5,70
1048857,Pb,1.40
1156364,SO2,306
1444004,SO2,225
1618095,NO2,134
1199446,PM10,77
1880154,NO2,297
1489942,Pb,2.41
1906290,PM10,67
1187006,O3,228
1671153,Pb,2.40
1395747,PM10,233
1144607,NO2,181
1655648,PM2.5,44
1784557,Pb,0.75
1608666,SO2,517
1314818,CO,31925
