1375094,SO2,147
1661967,O3,211
1730808,SO2,471
1988805,PM10,229
1953108,PM10,339
1731303,Pb,1.17
1615379,PM10,306
1041413,O3,148
1134815,Pb,1.39
1394526,NO2,118
1459058,Pb,2.20
1710814,CO,30813
1648009,PM10,165
1884331,NO2,42
1999785,SO2,531
1617132,Pb,2.33
1427788,Pb,1.73
1055952,O3,86
1194986,PM2.5,63
1668710,Pb,1.59
1904566,Pb,2.52
1949310,PM10,43
1453112,PM10,326
1759965,SO2,212
1512705,PM10,353
1974818,PM2.5,27
1114495,O3,129
1890322,Pb,0.41
1818486,PM2.5,24
1500170,O3,62
1030440,O3,255
1937938,O3,112
1904243,PM2.5,11
1305445,PM10,332
1227998,CO,10560
1226767,O3,212
1328551,PM10,189
1304085,PM2.5,37
1122161,SO2,26
1174143,CO,15487
1988059,NO2,96
1372710,PM2.5,64
1365696,PM2.5,33
1273950,Pb,1.45
1026596,NO2,47
1876764,Pb,1.03
1218429,PM2.5,69
1575305,NO2,299
1163441,Pb,1.64
1812381,PM10,364
1591898,CO,32184
1623043,PM10,252
1938194,O3,221
1178739,SO2,34
1196547,CO,18891
1648151,O3,221
1473327,Pb,0.95
1930500,PM2.5,16
1996113,O3,162
1612701,NO2,44
1525907,PM10,21
1299835,SO2,99
1890581,CO,37226
1498950,SO2,490
1090712,PM2.5,40
1397209,PM10,174
1987847,PM2.5,20
1626141,SO2,42
1992260,Pb,2.40
1510036,O3,276
1638557,NO2,54
1423770,PM10,157
1476148,PM2.5,41
1508206,O3,121
1534158,NO2,212
1426799,PM10,130
1223339,Pb,0.63
1260910,PM10,239
1820516,PM2.5,63
1790230,NO2,328
1821177,SO2,389
1491199,PM2.5,56
1956855,PM10,329
1908756,PM10,260
1359090,CO,23737
1094094,SO2,399
1667736,O3,249
1482053,SO2,201
1351716,SO2,495
1471370,Pb,2.16
1411402,CO,28555
1849321,NO2,295
1085080,SO2,432
1749208,SO2,236
1713696,O3,89
1581832,Pb,0.06
1986468,CO,17293
1587881,PM10,377
1816047,O3,115
1044536,Pb,2.08
1740082,CO,13468
1558624,CO,16978
1514860,O3,89
1081497,CO,18662
1867420,O3,205
1109326,O3,258
1884757,PM2.5,42
1973271,CO,19237
1928830,NO2,113
1827194,PM2.5,46
1186657,NO2,254
1860520,SO2,232
1257787,Pb,0.52
1455104,O3,52
1990192,O3,206
1406940,PM2.5,43
1015090,SO2,314
1755077,PM10,192
1445799,NO2,205
1835375,Pb,0.87
1685882,PM10,299
1276978,Pb,1.98
1988932,NO2,52
1956710,PM2.5,58
1213328,NO2,286
1540724,SO2,387
1331130,CO,26091
1309516,PM2.5,58
1879996,CO,16967
1712577,SO2,106
1162551,O3,136
1151698,PM2.5,11
1190719,NO2,150
1460391,PM10,219
1520982,NO2,224
1603202,CO,11445
1845277,PM2.5,59
1327502,Pb,2.65
1276508,PM2.5,68
1333189,PM2.5,37
1557364,CO,23861
1853989,SO2,466
1089157,PM10,286
1517646,NO2,219
1038738,CO,29029
1800955,CO,26294
1678456,PM10,26
1642467,CO,11157
1529319,PM10,214
1204346,CO,13294
1767688,Pb,0.31
1207729,Pb,0.89
1437817,PM2.5,23
1357266,Pb,2.75
1783964,PM2.5,42
1261765,O3,110
1497849,Pb,1.23
1915793,PM2.5,55
1399557,PM10,124
1359014,Pb,1.44
1663382,SO2,55
1416446,PM2.5,10
1000285,PM2.5,51
1983614,SO2,71
1833738,NO2,98
1321206,SO2,20
1027136,O3,135
1590245,PM2.5,68
1514080,PM10,327
1983289,NO2,270
1368251,O3,185
1127361,Pb,1.20
1101716,NO2,249
1549720,PM10,141
1643032,PM10,167
1645452,CO,20686
1167277,Pb,1.47
1220017,NO2,26
1045891,Pb,2.48
1163981,O3,224
1124258,CO,35467
1943658,PM2.5,57
1314756,SO2,536
1409244,CO,39359
1077166,Pb,1.33
1315200,NO2,173
1653000,Pb,2.55
1409864,Pb,1.88
1574420,PM2.5,24
1492031,PM10,101
1092957,CO,16624
1168206,NO2,93
1789693,PM2.5,41
1989690,O3,52
1385482,CO,14349
1215590,CO,30358
1101436,SO2,290
1064441,PM10,354
1653233,NO2,222
1175256,Pb,2.11
1300293,SO2,61
1802170,CO,16736
1153303,NO2,220
1011134,NO2,104
1277057,NO2,114
1486325,PM2.5,20
1962708,O3,212
1637873,PM10,150
1915492,SO2,428
1183445,CO,38285
1007685,PM10,132
1611618,NO2,276
1618540,O3,75
1143100,PM2.5,40
1020046,PM10,395
1762800,O3,251
1696316,O3,129
1060520,PM10,339
1532175,NO2,196
1124044,SO2,29
1300820,PM10,20
1465733,O3,279
1948324,Pb,0.49
1561204,SO2,230
1941318,PM2.5,24
1244587,PM10,50
1253570,NO2,121
1451361,O3,128
1201857,PM10,216
1703094,PM10,64
1155241,PM2.5,48
1437814,PM10,246
1423415,SO2,538
1253143,O3,271
1313442,Pb,0.71
1060324,Pb,1.37
1634631,NO2,115
1278471,O3,135
1565272,SO2,179
1065901,PM10,293
1798750,NO2,302
1313372,NO2,208
1418160,SO2,20
1335121,NO2,199
1575474,NO2,263
1667270,Pb,2.87
1647134,Pb,2.90
1652378,PM10,129
1278044,Pb,2.53
1904056,NO2,146
1435744,Pb,0.91
1762028,Pb,1.22
1816066,PM2.5,32
1919960,CO,14439
1015256,SO2,186
1521952,O3,225
1507381,CO,25693
1747391,PM10,152
1134539,PM2.5,11
1776435,Pb,1.48
1787248,SO2,33
1321543,CO,12170
1936807,PM10,139
1695422,SO2,90
1970579,PM2.5,57
1923359,PM2.5,17
1155696,Pb,1.89
1297678,CO,20583
1438441,SO2,542
1168647,PM2.5,43
1014203,SO2,499
1441692,NO2,82
1278498,NO2,142
1301646,PM10,301
1703133,Pb,2.97
1377842,O3,298
1670143,Pb,1.79
1802074,PM10,231
1766261,PM10,378
1765284,PM10,134
1867401,Pb,2.79
1264980,Pb,1.37
1696840,PM2.5,24
1908918,O3,266
1030944,PM10,25
1870686,NO2,245
1161932,PM10,96
1152469,SO2,290
1841283,Pb,2.97
1421283,CO,24075
1924414,NO2,169
1650259,Pb,2.86
1495388,CO,23838
1632374,SO2,50
1247471,O3,252
1518702,SO2,280
1070668,SO2,288
1847252,PM2.5,68
1390516,Pb,2.02
1577132,NO2,221
1238448,NO2,240
1368408,Pb,1.19
1346282,SO2,348
1828793,O3,111
1952625,O3,81
1864119,PM2.5,50
1008412,O3,265
1690154,PM2.5,55
1188220,SO2,166
1981311,NO2,349
1128087,PM2.5,19
1670915,PM10,349
1210572,Pb,2.52
1937788,SO2,79
1668068,CO,19579
1718218,SO2,284
1974536,SO2,147
1058678,SO2,148
1367304,PM2.5,61
1870980,PM2.5,41
1386701,Pb,2.63
1777435,O3,77
1585763,PM10,200
1079288,Pb,2.50
1230745,PM2.5,34
1099084,CO,30107
1324338,PM10,372
1159441,Pb,0.44
1737097,Pb,1.66
1157989,CO,32322
1934953,NO2,348
1052670,CO,35239
1792319,Pb,1.74
1202722,O3,181
1332670,PM2.5,70
1623743,PM2.5,59
1676770,Pb,0.48
1862011,Pb,2.61
1668180,PM10,59
1812160,PM2.5,31
1203272,SO2,311
1100176,SO2,188
1271250,CO,37485
1478994,PM10,174
1463946,PM10,343
1358116,O3,266
1500684,PM10,232
1725451,O3,93
1881530,Pb,1.11
1410879,PM10,381
1934340,NO2,278
1597552,SO2,151
1420214,Pb,0.59
1162599,SO2,273
1813819,CO,13501
1090741,NO2,84
1017666,SO2,90
1786512,Pb,1.89
1326250,CO,37266
1556700,SO2,41
1439739,NO2,237
1123363,O3,171
1781213,Pb,0.66
1928514,CO,22072
1286887,CO,9723
1085652,CO,38414
1553775,Pb,0.72
1190637,PM2.5,63
1262765,CO,35115
1990159,CO,17047
1011547,NO2,133
1471598,O3,291
1729117,PM2.5,19
1409774,Pb,1.81
1675412,SO2,227
1959208,O3,175
1764225,PM2.5,61
1796612,Pb,1.95
1827371,Pb,0.09
1829426,NO2,24
1151421,Pb,2.65
1266101,PM10,173
1176031,NO2,120
1268705,O3,138
1467117,Pb,1.50
1495678,SO2,468
1861359,PM2.5,10
1337559,O3,188
1514524,Pb,2.31
1605493,PM2.5,20
1136271,O3,280
1592025,Pb,0.74
1058474,O3,108
1585885,PM10,77
1219003,PM2.5,21
1261822,Pb,0.48
1842737,SO2,413
1100407,SO2,302
1838280,O3,176
1811142,Pb,1.12
1325472,Pb,2.13
1638601,PM10,87
1598925,O3,91
1394384,CO,16079
1106612,SO2,139
1481998,CO,12050
1599957,SO2,448
1569527,PM2.5,54
1204269,O3,58
1281496,O3,240
1317368,O3,167
1961692,O3,127
1461620,SO2,22
1269999,Pb,1.52
1623437,SO2,279
1505010,PM2.5,38
1014672,O3,56
1132915,CO,19166
1852244,PM2.5,40
1705339,NO2,127
1722672,Pb,0.70
1835756,SO2,372
1414030,O3,75
1889190,Pb,0.21
1128152,PM10,277
1771652,O3,207
1314231,SO2,477
1536326,NO2,340
1485680,O3,59
1812840,O3,144
1592074,SO2,339
1772228,PM10,79
1140571,Pb,2.43
1482245,NO2,199
1613256,O3,190
1700756,CO,22632
1039106,CO,30996
1671361,NO2,84
1139766,SO2,178
1433319,PM2.5,38
1770467,CO,24646
1503898,PM2.5,57
1882549,SO2,88
1380226,PM2.5,67
1391916,CO,21856
1664908,CO,13476
1940964,O3,108
1958893,SO2,422
1096605,O3,104
1538589,SO2,389
1172794,Pb,2.82
1176478,O3,53
1837265,O3,213
1164575,O3,55
1525664,NO2,62
1145104,PM2.5,61
1787751,PM2.5,61
1709457,Pb,1.61
1841717,CO,19811
1494782,PM10,201
1250435,SO2,510
1921942,O3,274
1973295,Pb,1.79
1750787,CO,23541
1623292,Pb,1.15
1197574,O3,195
1261928,O3,244
1851977,PM2.5,25
1671369,PM10,342
1679076,CO,21932
1333236,CO,38443
1610170,PM2.5,61
1721018,PM2.5,38
1036734,NO2,27
1076639,PM10,381
1200994,CO,17906
1298058,Pb,1.08
1774361,SO2,276
1647820,PM2.5,14
1754622,NO2,269
1599306,SO2,124
1180844,PM10,218
1912561,PM10,285
1693334,CO,14425
1287928,Pb,2.05
1869542,O3,291
1095365,O3,245
1126274,SO2,401
1755588,NO2,234
1687664,PM10,319
1654493,SO2,514
1304819,SO2,45
1607206,NO2,106
1076332,Pb,1.89
1211684,SO2,129
1327228,NO2,95
1446185,O3,144
1154260,PM2.5,28
1987193,Pb,1.94
1183623,PM10,340
1472088,NO2,20
1842653,PM10,232
1439872,PM10,377
1149566,SO2,287
1894222,CO,13468
1695116,SO2,518
1153197,O3,50
1725521,PM10,99
1868743,CO,34762
1838602,NO2,14
1487563,CO,23067
1471150,SO2,457
1960536,NO2,233
1210811,SO2,112
