1704980,CO,39981
1434141,PM10,245
1432785,SO2,440
1597191,O3,285
1154575,PM10,255
1681127,PM2.5,12
1804282,PM10,152
1486045,CO,28040
1757583,PM10,249
1557610,Pb,0.13
1146168,Pb,2.51
1011732,PM2.5,69
1144896,CO,27824
1789241,SO2,483
1242025,SO2,282
1065428,NO2,52
1843945,O3,228
1901829,PM2.5,21
1409609,O3,262
1571245,PM2.5,53
1557197,CO,10115
1044292,CO,32388
1522282,Pb,2.95
1430535,PM10,35
1609772,O3,69
1963145,PM2.5,43
1245944,CO,34313
1025407,NO2,242
1696663,CO,19468
1851329,CO,36659
1661383,PM10,68
1685626,O3,161
1814384,Pb,0.59
1553253,PM10,29
1248700,PM2.5,53
1137096,PM2.5,68
1707551,O3,169
1997071,PM2.5,68
1591223,PM2.5,31
1959903,PM2.5,41
1635155,SO2,491
1602409,SO2,86
1635803,PM2.5,11
1256847,SO2,176
1992072,CO,37791
1055428,PM2.5,54
1847884,PM2.5,33
1014969,SO2,484
1605655,CO,19501
1772021,CO,31224
1214342,Pb,2.55
1311306,PM10,273
1227160,Pb,2.77
1805327,Pb,2.55
1795549,SO2,189
1818998,Pb,2.06
1090057,Pb,0.02
1012036,PM2.5,33
1310447,CO,24622
1631615,O3,129
1478559,Pb,2.92
1534112,SO2,99
1858761,Pb,2.38
1351630,PM10,151
1436366,SO2,106
1775120,O3,264
1235883,Pb,2.97
1422601,Pb,2.01
1817442,PM10,348
1640042,NO2,141
1013623,Pb,2.70
1336893,NO2,139
1842630,O3,114
1335580,PM2.5,27
1651780,SO2,369
1743644,CO,36394
1394143,O3,232
1584089,CO,21450
1541559,PM2.5,28
1332908,PM10,152
1098022,CO,23550
1957149,SO2,452
1559522,NO2,85
1378120,PM10,107
1776235,O3,234
1095571,CO,22866
1850124,SO2,512
1959022,SO2,300
1026977,NO2,117
1563425,CO,30054
1805247,Pb,0.38
1850703,SO2,228
1584737,Pb,2.54
1680246,SO2,107
1978029,CO,18508
1885347,Pb,0.88
1729466,NO2,123
1112721,O3,247
1018769,PM10,232
1689044,O3,151
1929445,PM10,246
1386322,NO2,23
1754762,PM2.5,61
1363165,CO,28548
1113323,CO,35210
1089072,O3,169
1753000,SO2,356
1880938,NO2,255
1725911,NO2,235
1132681,PM10,144
1479441,PM10,93
1983285,PM2.5,22
1924135,CO,23041
1580182,PM10,292
1767173,O3,295
1637607,O3,102
1341829,PM10,83
1999300,NO2,193
1195109,PM10,23
1601488,PM10,153
1257764,O3,200
1941129,SO2,312
1347249,NO2,95
1687091,NO2,15
1966639,CO,39680
1990444,O3,108
1679001,O3,121
1347473,NO2,247
1298794,PM2.5,19
1833231,O3,194
1134231,CO,23722
1817582,PM2.5,45
1539954,CO,30365
1032201,CO,13602
1414007,SO2,366
1400107,CO,35217
1241783,PM2.5,13
1619697,CO,38379
1797950,PM2.5,47
1184506,O3,99
1820893,CO,29919
1457854,CO,25996
1487766,Pb,2.98
1686569,NO2,291
1606220,NO2,82
1318243,Pb,1.54
1557110,PM2.5,24
1760781,CO,13952
1927605,PM2.5,32
1351016,CO,18645
1304697,NO2,301
1384364,O3,141
1238845,PM2.5,48
1052739,CO,24354
1811856,PM10,111
1244229,Pb,1.24
1218342,Pb,1.23
1204619,PM10,369
1169113,PM2.5,26
1716565,PM10,157
1895416,O3,68
1212426,SO2,390
1831064,PM10,369
1654487,CO,36251
1758503,CO,34548
1066650,CO,21468
1568724,NO2,265
1262884,NO2,336
1834578,PM10,122
1548373,PM2.5,41
1721021,Pb,0.57
1525254,NO2,199
1058299,Pb,0.84
1195405,O3,66
1234065,CO,33295
1137553,O3,99
1386503,PM2.5,22
1429542,Pb,0.76
1293905,O3,53
1565363,NO2,184
1983018,Pb,2.93
1558150,PM10,191
1585975,NO2,264
1510055,CO,11761
1412870,SO2,128
1614364,NO2,239
1720980,PM2.5,58
1147106,NO2,119
1609371,O3,75
1406560,O3,69
1776488,O3,83
1970526,SO2,315
1535969,SO2,549
1416312,Pb,0.39
1566266,O3,192
1129764,NO2,313
1113967,NO2,20
1201177,O3,237
1396824,NO2,27
1728398,PM10,28
1873977,SO2,88
1402864,PM2.5,24
1480282,PM2.5,48
1488964,Pb,2.21
1750571,Pb,1.60
1292784,PM10,60
1989059,SO2,523
1392188,CO,19351
1003396,O3,145
1070544,NO2,27
1030046,NO2,206
1616258,CO,32319
1844911,O3,100
1277527,SO2,225
1007795,SO2,101
1869968,PM2.5,51
1514001,PM2.5,18
1976541,CO,38433
1754409,CO,12804
1531600,NO2,104
1769410,CO,33443
1553395,PM10,192
1742363,SO2,46
1400634,CO,14023
1646806,PM10,114
1989150,PM2.5,49
1235784,O3,288
1538100,PM2.5,55
1100433,O3,146
1070435,Pb,0.98
1323358,PM10,43
1453069,SO2,512
1155955,PM2.5,20
1681666,PM10,391
1884312,Pb,2.50
1197823,PM2.5,63
1964288,O3,153
1070134,Pb,0.28
1342258,PM2.5,12
1181781,CO,10362
1492956,PM10,51
1618237,PM2.5,58
1018882,Pb,1.78
1279973,Pb,0.25
1584949,PM10,100
1242448,Pb,1.58
1101460,O3,227
1444845,Pb,1.43
1392393,O3,238
1686020,NO2,341
1285079,NO2,281
1817894,Pb,1.38
1367681,PM2.5,36
1394318,Pb,1.82
1770627,SO2,475
1869372,PM10,223
1724113,NO2,302
1253553,O3,96
1806555,NO2,19
1007717,PM10,55
1538670,O3,159
1817976,NO2,17
1650798,PM10,297
1933917,PM2.5,43
1956630,CO,20672
1515964,O3,243
1593548,SO2,544
1779905,Pb,1.67
1885727,CO,13910
1684092,CO,27135
1140406,CO,32157
1524863,CO,34084
1409734,PM10,320
1314631,CO,21978
1858343,PM10,135
1583228,NO2,290
1363964,Pb,1.99
1933280,Pb,0.57
1687217,NO2,330
1919279,CO,36339
1296024,PM2.5,64
1063781,Pb,0.73
1149395,PM2.5,13
1733804,O3,204
1381107,NO2,182
1181895,PM10,293
1521774,O3,130
1147347,SO2,71
1182383,NO2,139
1699423,CO,9241
1079081,PM10,251
1400573,NO2,190
1907752,NO2,240
1911913,CO,24559
1328835,O3,210
1152953,SO2,329
1975355,Pb,1.67
1877206,SO2,350
1625263,O3,83
1149882,CO,33670
1967450,CO,28664
1827005,CO,38259
1666900,CO,26915
1206592,NO2,237
1053345,O3,158
1284675,O3,95
1543883,Pb,1.93
1952333,NO2,164
1436526,PM2.5,68
1841120,NO2,142
1316018,PM2.5,45
1077353,PM2.5,14
1311439,PM2.5,22
1206345,PM10,155
1925153,PM10,256
1744093,PM10,213
1217219,SO2,305
1749245,Pb,2.64
1761238,PM10,134
1635517,PM10,36
1848984,Pb,2.73
1380205,O3,73
1863371,NO2,99
1757272,O3,78
1436214,CO,22988
1106998,NO2,135
1759996,PM2.5,10
1340262,O3,100
1475622,SO2,179
1617095,O3,143
1017629,Pb,0.20
1915698,NO2,177
1313292,PM2.5,34
1577217,SO2,227
1597265,CO,11030
1225947,PM2.5,10
1128540,SO2,184
1507342,PM10,164
1375015,PM10,192
1120454,CO,16022
1659161,O3,276
1642018,SO2,477
1851588,Pb,0.06
1443961,PM10,237
1068307,SO2,503
1248600,SO2,154
1444882,Pb,0.08
1026079,Pb,2.72
1296916,O3,116
